id_detalle,id_orden,id_producto,cantidad,precio_unitario_aplicado,descuento
71,26,106,7,150.0,0.0
72,26,104,10,650.0,0.0
73,26,102,5,700.0,0.0
74,26,101,9,150.0,0.0
75,26,101,11,150.0,0.0
76,27,102,12,700.0,0.0
77,28,106,9,150.0,0.0
78,28,105,9,99.0,0.0
79,28,102,7,700.0,0.0
80,29,101,4,150.0,0.0
81,29,104,2,650.0,0.0
82,29,105,14,99.0,0.0
83,30,102,4,700.0,0.0
84,31,106,14,150.0,0.0
85,31,105,15,99.0,0.0
86,32,102,8,700.0,0.0
87,33,104,1,650.0,0.0
88,33,102,7,700.0,70.0
89,33,106,14,150.0,0.0
90,33,105,11,99.0,0.0
91,34,104,3,650.0,0.0
92,35,104,3,650.0,0.0
93,36,102,8,700.0,0.0
94,36,104,9,650.0,0.0
95,36,102,2,700.0,0.0
96,37,102,5,700.0,0.0
97,37,104,8,650.0,0.0
98,37,106,11,150.0,0.0
99,37,106,8,150.0,0.0
100,37,103,11,3000.0,0.0
101,38,102,14,700.0,0.0
102,38,102,10,700.0,0.0
103,38,106,4,150.0,15.0
104,38,103,14,3000.0,0.0
105,38,104,9,650.0,0.0
106,39,103,9,3000.0,0.0
107,39,102,14,700.0,0.0
108,39,102,3,700.0,0.0
109,40,105,8,99.0,0.0
110,40,103,6,3000.0,0.0
111,40,103,10,3000.0,0.0
112,41,102,14,700.0,0.0
113,42,104,9,650.0,0.0
114,42,106,12,150.0,0.0
115,42,104,-1,650.0,0.0
116,42,103,4,3000.0,0.0
117,43,102,10,700.0,70.0
118,43,103,2,3000.0,0.0
119,43,105,9,99.0,0.0
120,44,103,15,3000.0,0.0
121,44,104,15,650.0,0.0
122,44,101,2,150.0,0.0
123,44,104,4,650.0,0.0
124,45,101,10,150.0,0.0
125,46,105,6,99.0,0.0
126,46,102,12,700.0,0.0
127,46,102,1,700.0,0.0
128,47,103,6,3000.0,0.0
129,47,104,2,650.0,0.0
130,48,101,10,150.0,0.0
131,48,101,4,150.0,0.0
132,48,103,2,3000.0,0.0
133,49,104,8,650.0,0.0
134,49,105,7,99.0,0.0
135,49,106,13,150.0,0.0
136,49,102,6,700.0,0.0
137,50,106,1,150.0,0.0
138,50,104,3,650.0,0.0
139,50,102,13,700.0,0.0
140,51,101,7,150.0,15.0
141,51,104,12,650.0,0.0
142,51,104,1,650.0,0.0
143,51,105,1,99.0,0.0
144,52,102,13,700.0,0.0
145,52,103,7,3000.0,300.0
146,52,106,14,150.0,0.0
147,53,103,14,3000.0,0.0
148,53,102,11,700.0,0.0
149,53,103,12,3000.0,0.0
150,53,105,2,99.0,0.0
151,54,102,15,700.0,0.0
152,54,105,3,99.0,0.0
153,54,106,13,150.0,0.0
154,54,101,10,150.0,0.0
155,55,101,12,150.0,0.0
156,55,106,10,150.0,0.0
157,56,103,15,3000.0,0.0
158,56,103,3,3000.0,0.0
159,56,105,13,99.0,0.0
160,57,106,3,150.0,0.0
161,57,101,11,150.0,0.0
162,57,101,10,150.0,15.0
163,57,102,6,700.0,0.0
164,57,104,14,650.0,0.0
165,58,103,5,3000.0,0.0
166,58,102,2,700.0,0.0
167,59,105,2,99.0,0.0
168,59,101,2,150.0,0.0
169,59,106,1,150.0,0.0
170,60,101,3,150.0,0.0
171,61,106,5,150.0,0.0
172,61,105,7,99.0,0.0
173,61,102,4,700.0,0.0
174,62,104,14,650.0,0.0
175,62,104,11,650.0,0.0
176,63,101,5,150.0,0.0
177,63,103,13,3000.0,0.0
178,63,104,5,650.0,0.0
179,64,106,8,150.0,0.0
180,64,103,4,3000.0,0.0
181,64,102,7,700.0,0.0
182,64,106,3,150.0,0.0
183,65,106,11,150.0,0.0
184,65,104,1,650.0,0.0
185,66,101,6,150.0,0.0
186,66,102,3,700.0,0.0
187,67,101,2,150.0,0.0
188,68,102,4,700.0,0.0
189,69,103,9,3000.0,0.0
190,70,105,14,99.0,0.0
191,70,102,7,700.0,0.0
192,70,101,3,150.0,0.0
193,70,103,6,3000.0,0.0
194,70,103,15,3000.0,0.0
195,71,104,12,650.0,0.0
196,71,103,13,3000.0,0.0
197,71,103,1,3000.0,0.0
198,72,103,6,3000.0,0.0
199,72,104,11,650.0,65.0
200,73,103,7,3000.0,0.0
201,73,104,4,650.0,0.0
202,73,104,7,650.0,0.0
203,74,106,1,150.0,0.0
204,74,101,7,150.0,0.0
205,74,101,8,150.0,0.0
206,74,104,2,650.0,0.0
207,75,105,13,99.0,0.0
208,75,101,10,150.0,15.0
209,75,101,7,150.0,0.0
210,76,101,12,150.0,0.0
211,76,101,7,150.0,0.0
212,76,101,4,150.0,0.0
213,76,105,4,99.0,0.0
214,77,104,6,650.0,0.0
215,77,105,13,99.0,0.0
216,77,102,12,700.0,0.0
217,77,105,12,99.0,0.0
218,78,106,5,150.0,0.0
219,78,105,12,99.0,0.0
220,78,106,15,150.0,0.0
221,78,105,13,99.0,0.0
222,79,102,15,700.0,0.0
223,80,103,13,3000.0,0.0
224,80,101,4,150.0,0.0
225,81,106,11,150.0,0.0
226,81,102,10,700.0,0.0
227,81,102,11,700.0,0.0
228,81,105,7,99.0,0.0
229,81,103,10,3000.0,0.0
230,82,101,14,150.0,0.0
231,82,103,5,3000.0,0.0
232,83,104,5,650.0,0.0
233,83,105,6,99.0,0.0
234,83,105,9,99.0,0.0
235,83,106,10,150.0,0.0
236,83,105,15,99.0,9.9
237,84,102,14,700.0,0.0
238,85,102,15,700.0,0.0
239,85,103,2,3000.0,0.0
240,85,106,2,150.0,0.0
241,86,103,1,3000.0,0.0
242,86,102,15,700.0,0.0
243,87,106,15,150.0,0.0
244,87,101,15,150.0,0.0
245,87,105,13,99.0,0.0
246,87,106,2,150.0,0.0
247,88,102,10,700.0,0.0
248,88,102,7,700.0,0.0
249,88,104,6,650.0,0.0
250,88,101,12,150.0,0.0
251,89,106,10,150.0,0.0
252,89,104,9,650.0,0.0
253,89,101,15,150.0,0.0
254,89,106,3,150.0,0.0
255,90,103,7,3000.0,0.0
256,90,106,7,150.0,15.0
257,90,105,11,99.0,0.0
258,90,105,8,99.0,0.0
259,91,106,5,150.0,0.0
260,92,103,10,3000.0,0.0
261,92,102,7,700.0,0.0
262,92,101,14,150.0,0.0
263,93,104,5,650.0,0.0
264,94,103,14,3000.0,0.0
265,94,102,7,700.0,0.0
266,94,105,2,99.0,0.0
267,94,101,1,150.0,0.0
268,94,106,15,150.0,0.0
269,95,104,13,650.0,0.0
270,96,105,3,99.0,0.0
271,96,103,3,3000.0,0.0
272,96,102,15,700.0,0.0
273,96,101,15,150.0,0.0
274,96,104,4,650.0,0.0
275,97,105,9,99.0,9.9
276,97,102,7,700.0,0.0
277,97,105,-1,99.0,0.0
278,98,103,11,3000.0,0.0
279,99,103,8,3000.0,0.0
280,99,104,8,650.0,0.0
281,99,103,13,3000.0,0.0
282,100,106,1,150.0,0.0
283,101,105,13,99.0,0.0
284,101,106,5,150.0,0.0
285,101,102,14,700.0,0.0
286,101,101,6,150.0,0.0
287,102,103,1,3000.0,0.0
288,102,101,4,150.0,0.0
289,103,103,11,3000.0,0.0
290,103,105,12,99.0,0.0
291,103,105,5,99.0,0.0
292,103,102,2,700.0,0.0
293,103,101,10,150.0,0.0
294,104,104,2,650.0,0.0
295,104,101,9,150.0,0.0
296,104,101,8,150.0,0.0
297,104,106,12,150.0,0.0
298,105,106,9,150.0,0.0
299,105,106,14,150.0,0.0
300,105,103,14,3000.0,0.0
301,105,104,8,650.0,0.0
302,105,101,7,150.0,0.0
303,106,103,15,3000.0,0.0
304,106,105,12,99.0,0.0
305,106,105,6,99.0,0.0
306,106,104,3,650.0,65.0
307,107,103,12,3000.0,0.0
308,107,106,6,150.0,0.0
309,107,104,1,650.0,0.0
310,108,101,7,150.0,0.0
311,108,104,3,650.0,0.0
312,108,106,5,150.0,0.0
313,108,105,8,99.0,0.0
314,108,101,12,150.0,0.0
315,109,102,1,700.0,0.0
316,109,104,2,650.0,0.0
317,109,101,13,150.0,0.0
318,110,106,7,150.0,0.0
319,110,104,6,650.0,0.0
320,110,104,12,650.0,0.0
321,110,102,11,700.0,0.0
322,110,103,5,3000.0,0.0
323,111,103,2,3000.0,0.0
324,111,102,9,700.0,0.0
325,111,106,6,150.0,0.0
326,111,106,10,150.0,0.0
327,111,106,11,150.0,0.0
328,112,104,6,650.0,0.0
329,112,104,12,650.0,0.0
330,113,104,15,650.0,0.0
331,113,104,3,650.0,0.0
332,113,101,10,150.0,0.0
333,113,104,3,650.0,0.0
334,113,103,3,3000.0,0.0
335,114,105,1,99.0,0.0
336,114,105,14,99.0,0.0
337,114,101,13,150.0,0.0
338,114,102,1,700.0,0.0
339,114,106,11,150.0,0.0
340,115,106,10,150.0,0.0
341,115,105,6,99.0,0.0
342,115,105,14,99.0,0.0
343,115,103,14,3000.0,0.0
344,115,101,3,150.0,0.0
345,116,103,5,3000.0,0.0
346,116,101,9,150.0,0.0
347,116,105,2,99.0,0.0
348,116,104,7,650.0,0.0
349,117,101,8,150.0,0.0
350,117,106,13,150.0,0.0
351,117,104,5,650.0,0.0
352,117,106,8,150.0,0.0
353,117,103,5,3000.0,0.0
354,118,101,6,150.0,0.0
355,118,102,10,700.0,0.0
356,118,102,4,700.0,0.0
357,118,105,4,99.0,0.0
358,119,105,9,99.0,0.0
359,119,103,11,3000.0,0.0
360,120,105,10,99.0,0.0
361,120,102,13,700.0,0.0
362,120,106,1,150.0,0.0
363,120,102,8,700.0,0.0
364,120,106,12,150.0,0.0
365,121,106,3,150.0,0.0
366,121,106,14,150.0,0.0
367,121,104,4,650.0,0.0
368,121,101,5,150.0,0.0
369,122,101,2,150.0,0.0
370,122,105,9,99.0,0.0
371,122,101,12,150.0,0.0
372,123,103,2,3000.0,0.0
373,123,102,9,700.0,0.0
374,123,105,12,99.0,0.0
375,124,106,3,150.0,0.0
376,124,105,8,99.0,0.0
377,124,101,-1,150.0,0.0
378,125,101,10,150.0,15.0
379,125,101,12,150.0,0.0
380,125,102,12,700.0,70.0
381,125,105,2,99.0,0.0
382,125,106,15,150.0,0.0
383,126,105,10,99.0,0.0
384,126,103,2,3000.0,0.0
385,126,104,5,650.0,0.0
386,126,101,8,150.0,0.0
387,126,104,10,650.0,0.0
388,127,103,1,3000.0,0.0
389,127,101,1,150.0,15.0
390,127,101,5,150.0,0.0
391,127,105,14,99.0,0.0
392,128,104,14,650.0,0.0
393,128,106,5,150.0,0.0
394,128,104,14,650.0,65.0
395,128,101,1,150.0,15.0
396,129,104,14,650.0,0.0
397,129,102,12,700.0,0.0
398,130,101,14,150.0,0.0
399,131,102,3,700.0,0.0
400,132,101,2,150.0,0.0
401,132,104,1,650.0,0.0
402,133,103,8,3000.0,0.0
403,133,105,11,99.0,0.0
404,134,104,13,650.0,0.0
405,134,101,3,150.0,0.0
406,134,102,4,700.0,0.0
407,134,103,1,3000.0,0.0
408,135,104,3,650.0,0.0
409,136,106,5,150.0,0.0
410,136,102,7,700.0,0.0
411,136,103,6,3000.0,0.0
412,136,105,13,99.0,0.0
413,137,102,4,700.0,0.0
414,137,104,8,650.0,0.0
415,138,102,8,700.0,0.0
416,138,102,13,700.0,0.0
417,138,101,2,150.0,0.0
418,139,101,8,150.0,0.0
419,139,106,11,150.0,0.0
420,139,102,7,700.0,0.0
421,139,102,2,700.0,0.0
422,140,106,10,150.0,0.0
423,141,104,14,650.0,0.0
424,141,103,15,3000.0,0.0
425,141,104,9,650.0,0.0
426,141,104,15,650.0,0.0
427,141,101,1,150.0,0.0
428,142,101,6,150.0,0.0
429,142,101,12,150.0,0.0
430,142,104,15,650.0,0.0
431,142,101,11,150.0,0.0
432,143,106,10,150.0,0.0
433,144,101,4,150.0,0.0
434,145,103,4,3000.0,0.0
435,146,102,1,700.0,70.0
436,147,106,12,150.0,0.0
437,147,103,11,3000.0,0.0
438,148,102,1,700.0,0.0
439,149,104,4,650.0,0.0
440,149,106,10,150.0,15.0
441,149,102,3,700.0,0.0
442,150,101,15,150.0,0.0
443,151,101,4,150.0,0.0
444,151,104,6,650.0,65.0
445,151,102,14,700.0,0.0
446,152,101,4,150.0,0.0
447,153,103,7,3000.0,0.0
448,154,104,11,650.0,0.0
449,154,106,7,150.0,0.0
450,154,102,9,700.0,0.0
451,154,104,11,650.0,0.0
452,154,104,-1,650.0,0.0
453,155,101,12,150.0,0.0
454,155,105,12,99.0,0.0
455,155,105,11,99.0,0.0
456,156,104,11,650.0,0.0
457,156,102,3,700.0,0.0
458,156,101,14,150.0,0.0
459,156,103,3,3000.0,0.0
460,157,105,5,99.0,0.0
461,157,105,11,99.0,0.0
462,157,106,2,150.0,0.0
463,158,105,4,99.0,0.0
464,159,105,8,99.0,9.9
465,159,106,3,150.0,0.0
466,159,105,10,99.0,9.9
467,159,106,2,150.0,0.0
468,160,105,5,99.0,0.0
469,160,103,7,3000.0,0.0
470,160,102,11,700.0,0.0
471,160,106,10,150.0,0.0
472,161,103,15,3000.0,0.0
473,161,103,14,3000.0,0.0
474,161,105,10,99.0,0.0
475,161,101,7,150.0,0.0
476,161,101,15,150.0,0.0
477,162,103,5,3000.0,0.0
478,163,101,11,150.0,0.0
479,164,102,5,700.0,0.0
480,164,101,3,150.0,0.0
481,164,103,1,3000.0,0.0
482,164,102,3,700.0,0.0
483,165,104,4,650.0,0.0
484,165,103,8,3000.0,0.0
485,165,101,9,150.0,0.0
486,165,103,12,3000.0,0.0
487,166,104,4,650.0,0.0
488,166,106,4,150.0,0.0
489,167,103,3,3000.0,0.0
490,168,105,1,99.0,0.0
491,169,103,6,3000.0,0.0
492,169,106,14,150.0,0.0
493,170,103,11,3000.0,0.0
494,170,102,15,700.0,0.0
495,170,104,15,650.0,0.0
496,171,103,15,3000.0,0.0
497,171,104,8,650.0,0.0
498,171,101,12,150.0,0.0
499,171,104,13,650.0,0.0
500,172,104,11,650.0,0.0
501,172,105,7,99.0,0.0
502,172,104,15,650.0,0.0
503,173,102,13,700.0,0.0
504,173,103,10,3000.0,0.0
505,173,103,12,3000.0,0.0
506,173,103,6,3000.0,0.0
507,174,102,14,700.0,0.0
508,174,106,7,150.0,0.0
509,174,105,8,99.0,0.0
510,174,103,14,3000.0,0.0
511,174,101,6,150.0,0.0
512,175,103,4,3000.0,0.0
513,175,102,2,700.0,0.0
514,175,106,1,150.0,0.0
515,175,104,6,650.0,0.0
516,175,102,3,700.0,0.0
517,176,104,15,650.0,0.0
518,176,104,13,650.0,0.0
519,176,101,4,150.0,0.0
520,176,102,10,700.0,0.0
521,177,101,13,150.0,0.0
522,177,105,12,99.0,0.0
523,177,101,12,150.0,0.0
524,177,105,11,99.0,0.0
525,177,101,12,150.0,0.0
526,178,104,14,650.0,0.0
527,178,103,7,3000.0,0.0
528,178,104,1,650.0,0.0
529,179,103,6,3000.0,0.0
530,179,105,10,99.0,0.0
531,179,101,2,150.0,0.0
532,179,106,7,150.0,0.0
533,179,101,3,150.0,0.0
534,180,104,9,650.0,0.0
535,180,101,13,150.0,0.0
536,180,101,10,150.0,0.0
537,180,105,6,99.0,0.0
538,180,102,5,700.0,0.0
539,181,104,15,650.0,0.0
540,181,102,6,700.0,0.0
541,181,102,13,700.0,0.0
542,181,101,14,150.0,0.0
543,181,105,13,99.0,0.0
544,182,103,10,3000.0,0.0
545,182,104,-1,650.0,0.0
546,183,106,5,150.0,0.0
547,183,106,9,150.0,0.0
548,183,105,10,99.0,0.0
549,183,102,10,700.0,0.0
550,183,104,4,650.0,0.0
551,184,103,5,3000.0,0.0
552,184,105,10,99.0,0.0
553,184,102,9,700.0,0.0
554,185,101,12,150.0,0.0
555,186,102,1,700.0,70.0
556,186,106,5,150.0,0.0
557,187,105,15,99.0,0.0
558,187,104,4,650.0,0.0
559,188,104,4,650.0,0.0
560,189,103,6,3000.0,0.0
561,189,106,8,150.0,0.0
562,189,101,15,150.0,0.0
563,190,106,6,150.0,0.0
564,191,102,13,700.0,0.0
565,192,102,6,700.0,70.0
566,192,103,9,3000.0,0.0
567,193,106,4,150.0,0.0
568,194,102,13,700.0,0.0
569,194,101,2,150.0,0.0
570,195,104,4,650.0,0.0
571,195,106,2,150.0,0.0
572,195,105,-1,99.0,0.0
573,195,102,4,700.0,0.0
574,196,106,14,150.0,0.0
575,196,101,1,150.0,0.0
576,197,105,14,99.0,0.0
577,197,103,6,3000.0,0.0
578,197,102,9,700.0,0.0
579,197,102,8,700.0,0.0
580,197,102,10,700.0,0.0
581,198,106,11,150.0,0.0
582,199,101,14,150.0,0.0
583,200,105,7,99.0,0.0
