id_orden,id_cliente,id_empleado,id_sucursal,fecha_hora,subtotal,iva,total,metodo_pago,estatus
382,13,12,1,2026-09-17 22:39:32,36250.0,5800.0,42050.0,Efectivo,Pagada
383,33,17,2,2026-09-17 19:55:32,46541.0,7446.56,53987.56,Efectivo,Pagada
384,36,9,1,2026-09-18 10:42:32,82950.0,13272.0,96222.0,Efectivo,Pagada
385,24,9,1,2026-09-18 00:36:32,9900.0,1584.0,11484.0,Tarjeta de Crédito,Pagada
386,48,11,1,2026-09-17 22:58:32,21549.0,3447.84,24996.84,Tarjeta de Débito,Cancelada
387,15,16,2,2026-09-18 12:28:32,7800.0,1248.0,9048.0,Efectivo,Pagada
388,36,12,1,2026-09-17 21:08:32,23925.0,3828.0,27753.0,Transferencia,Pagada
389,36,12,1,2026-09-18 14:23:32,27500.0,4400.0,31900.0,Tarjeta de Crédito,Cancelada
390,1,18,2,2026-09-18 13:06:32,38200.0,6112.0,44312.0,Efectivo,Pagada
391,29,7,2,2026-09-18 05:18:32,1299.0,207.84,1506.84,Transferencia,Pagada
392,25,2,2,2026-09-18 00:30:32,15071.0,2411.36,17482.36,Transferencia,Pagada
393,18,11,1,2026-09-17 21:03:32,5000.0,800.0,5800.0,Tarjeta de Débito,Pagada
394,45,11,1,2026-09-18 02:53:32,3600.0,576.0,4176.0,Tarjeta de Débito,Pagada
395,5,11,1,2026-09-17 23:29:32,11340.0,1814.4,13154.4,Efectivo,Pagada
396,27,11,1,2026-09-17 21:52:32,9687.0,1549.92,11236.92,Tarjeta de Débito,Pagada
397,3,9,1,2026-09-18 08:58:32,10225.0,1636.0,11861.0,Efectivo,Pagada
398,7,13,2,2026-09-18 03:37:32,7236.0,1157.76,8393.76,Tarjeta de Débito,Pagada
399,15,12,1,2026-09-17 21:18:32,12285.0,1965.6,14250.6,Transferencia,Pagada
400,42,3,1,2026-09-18 10:33:32,1650.0,264.0,1914.0,Transferencia,Pendiente
