id_orden,id_cliente,id_empleado,id_sucursal,fecha_hora,subtotal,iva,total,metodo_pago,estatus
41,31,10,2,2026-09-10 23:02:13,2700.0,432.0,3132.0,Tarjeta de Débito,Pagada
42,33,12,1,2026-09-10 22:59:32,35350.0,5656.0,41006.0,Tarjeta de Crédito,Pagada
43,8,4,2,2026-09-10 22:57:14,13100.0,2096.0,15196.0,Tarjeta de Crédito,Pagada
44,18,13,2,2026-09-10 22:59:27,5850.0,936.0,6786.0,Transferencia,Pagada
45,13,12,1,2026-09-10 23:01:36,46850.0,7496.0,54346.0,Tarjeta de Débito,Pagada
46,1,12,1,2026-09-10 23:02:21,105000.0,16800.0,121800.0,Tarjeta de Crédito,Pagada
47,3,9,1,2026-09-10 23:01:01,1300.0,208.0,1508.0,Transferencia,Pendiente
48,7,5,2,2026-09-10 23:00:08,18000.0,2880.0,20880.0,Efectivo,Pagada
49,37,9,1,2026-09-10 23:02:15,10500.0,1680.0,12180.0,Tarjeta de Débito,Pagada
50,30,17,2,2026-09-10 23:00:40,44450.0,7112.0,51562.0,Tarjeta de Débito,Cancelada
51,44,12,1,2026-09-10 22:57:59,0.0,0.0,0.0,Transferencia,Pagada
52,9,3,1,2026-09-10 22:59:01,1500.0,240.0,1740.0,Tarjeta de Débito,Pagada
53,11,16,2,2026-09-10 22:57:57,20100.0,3216.0,23316.0,Transferencia,Pagada
54,1,17,2,2026-09-10 22:58:52,1635.0,261.6,1896.6,Transferencia,Pagada
55,45,15,2,2026-09-10 23:01:45,8000.0,1280.0,9280.0,Efectivo,Cancelada
56,48,12,1,2026-09-10 23:00:25,38600.0,6176.0,44776.0,Tarjeta de Débito,Pagada
57,13,12,1,2026-09-10 22:58:38,13450.0,2152.0,15602.0,Tarjeta de Crédito,Pagada
58,35,5,2,2026-09-10 22:57:56,7750.0,1240.0,8990.0,Efectivo,Pagada
59,7,17,2,2026-09-10 23:01:06,71500.0,11440.0,82940.0,Efectivo,Pagada
60,30,4,2,2026-09-10 22:57:42,16850.0,2696.0,19546.0,Efectivo,Pagada
61,48,5,2,2026-09-10 22:58:04,49350.0,7896.0,57246.0,Transferencia,Pagada
62,24,11,1,2026-09-10 23:02:07,42135.0,6741.6,48876.6,Tarjeta de Débito,Pagada
63,6,12,1,2026-09-10 22:58:07,3150.0,504.0,3654.0,Transferencia,Pagada
64,32,15,2,2026-09-10 23:02:34,33000.0,5280.0,38280.0,Efectivo,Pagada
65,3,12,1,2026-09-10 23:00:22,10150.0,1624.0,11774.0,Efectivo,Pagada
66,33,4,2,2026-09-10 23:01:51,10550.0,1688.0,12238.0,Efectivo,Pagada
67,16,18,2,2026-09-10 23:00:45,12750.0,2040.0,14790.0,Efectivo,Pagada
68,42,9,1,2026-09-10 23:01:16,12850.0,2056.0,14906.0,Transferencia,Pagada
69,20,18,2,2026-09-10 22:58:54,4500.0,720.0,5220.0,Efectivo,Pagada
70,13,18,2,2026-09-10 23:01:29,10650.0,1704.0,12354.0,Tarjeta de Crédito,Pendiente
71,19,15,2,2026-09-10 22:56:51,15900.0,2544.0,18444.0,Efectivo,Pagada
72,23,15,2,2026-09-10 23:02:34,7050.0,1128.0,8178.0,Efectivo,Pagada
73,13,9,1,2026-09-10 23:01:20,0.0,0.0,0.0,Transferencia,Pagada
74,43,18,2,2026-09-10 22:59:02,3150.0,504.0,3654.0,Tarjeta de Débito,Pagada
75,29,16,2,2026-09-10 23:02:14,18500.0,2960.0,21460.0,Tarjeta de Crédito,Pagada
76,24,3,1,2026-09-10 22:58:06,26450.0,4232.0,30682.0,Tarjeta de Crédito,Pagada
77,10,3,1,2026-09-10 23:00:38,1335.0,213.6,1548.6,Tarjeta de Débito,Pagada
78,47,4,2,2026-09-10 22:56:47,4900.0,784.0,5684.0,Tarjeta de Crédito,Pagada
79,39,9,1,2026-09-10 22:59:00,13350.0,2136.0,15486.0,Transferencia,Pagada
80,23,3,1,2026-09-10 23:01:05,10300.0,1648.0,11948.0,Transferencia,Pagada
81,3,7,2,2026-09-10 22:57:40,47950.0,7672.0,55622.0,Tarjeta de Crédito,Pagada
82,18,11,1,2026-09-10 23:02:06,10050.0,1608.0,11658.0,Tarjeta de Débito,Pagada
83,20,18,2,2026-09-10 22:59:18,950.0,152.0,1102.0,Tarjeta de Crédito,Pagada
84,48,3,1,2026-09-10 23:02:13,9100.0,1456.0,10556.0,Tarjeta de Débito,Pagada
85,3,12,1,2026-09-10 23:01:05,0.0,0.0,0.0,Transferencia,Pagada
86,16,3,1,2026-09-10 23:01:57,14250.0,2280.0,16530.0,Tarjeta de Débito,Pagada
87,46,11,1,2026-09-10 22:58:08,29730.0,4756.8,34486.8,Tarjeta de Crédito,Pagada
88,24,17,2,2026-09-10 23:01:22,43900.0,7024.0,50924.0,Efectivo,Pagada
89,38,9,1,2026-09-10 23:01:17,46100.0,7376.0,53476.0,Efectivo,Pagada
90,10,11,1,2026-09-10 22:56:46,150.0,24.0,174.0,Efectivo,Pagada
91,50,18,2,2026-09-10 22:57:43,39600.0,6336.0,45936.0,Tarjeta de Débito,Pagada
92,9,17,2,2026-09-10 22:59:51,24000.0,3840.0,27840.0,Transferencia,Pagada
93,40,7,2,2026-09-10 22:59:23,27930.0,4468.8,32398.8,Tarjeta de Crédito,Pagada
94,19,3,1,2026-09-10 22:58:48,7200.0,1152.0,8352.0,Transferencia,Pagada
95,22,5,2,2026-09-10 22:57:26,450.0,72.0,522.0,Tarjeta de Débito,Pagada
96,10,11,1,2026-09-10 22:57:29,14335.0,2293.6,16628.6,Transferencia,Pagada
97,42,3,1,2026-09-10 23:00:54,30600.0,4896.0,35496.0,Tarjeta de Crédito,Pagada
98,43,17,2,2026-09-10 23:01:18,67650.0,10824.0,78474.0,Tarjeta de Crédito,Pagada
99,21,13,2,2026-09-10 22:57:50,77100.0,12336.0,89436.0,Transferencia,Pagada
100,16,9,1,2026-09-10 23:01:27,4800.0,768.0,5568.0,Efectivo,Pagada
101,49,13,2,2026-09-10 22:58:10,1500.0,240.0,1740.0,Efectivo,Cancelada
102,3,12,1,2026-09-10 22:59:01,8450.0,1352.0,9802.0,Tarjeta de Crédito,Cancelada
103,19,3,1,2026-09-10 23:01:16,37000.0,5920.0,42920.0,Efectivo,Cancelada
104,11,10,2,2026-09-10 23:01:56,8250.0,1320.0,9570.0,Efectivo,Pagada
105,31,7,2,,48300.0,7728.0,56028.0,Tarjeta de Débito,Pagada
106,46,4,2,2026-09-10 22:58:34,2100.0,336.0,2436.0,Transferencia,Pagada
107,35,9,1,2026-09-10 23:01:22,3000.0,480.0,3480.0,Efectivo,Pagada
108,30,12,1,2026-09-10 23:02:39,36735.0,5877.6,42612.6,Efectivo,Pagada
109,5,2,2,2026-09-10 22:58:28,55850.0,8936.0,64786.0,Tarjeta de Crédito,Pagada
110,1,11,1,2026-09-10 22:59:25,7550.0,1208.0,8758.0,Tarjeta de Débito,Pagada
111,50,9,1,2026-09-10 23:00:10,9250.0,1480.0,10730.0,Efectivo,Pagada
112,37,7,2,2026-09-10 23:02:29,74935.0,11989.6,86924.6,Tarjeta de Crédito,Pendiente
113,25,12,1,2026-09-10 23:02:18,15600.0,2496.0,18096.0,Tarjeta de Crédito,Pagada
114,42,12,1,2026-09-10 23:00:37,2850.0,456.0,3306.0,Efectivo,Pagada
115,43,12,1,2026-09-10 22:57:47,10500.0,1680.0,12180.0,Transferencia,Pagada
116,49,7,2,2026-09-10 22:58:52,0.0,0.0,0.0,Tarjeta de Crédito,Pagada
117,32,4,2,2026-09-10 22:58:41,12530.0,2004.8,14534.8,Tarjeta de Débito,Pagada
118,25,12,1,2026-09-10 23:01:29,3750.0,600.0,4350.0,Transferencia,Pagada
119,49,12,1,2026-09-10 22:57:22,600.0,96.0,696.0,Tarjeta de Crédito,Pagada
120,32,3,1,2026-09-10 23:02:09,19950.0,3192.0,23142.0,Tarjeta de Débito,Pagada
121,30,9,1,2026-09-10 22:57:16,1050.0,168.0,1218.0,Efectivo,Pagada
122,45,3,1,2026-09-10 22:59:35,600.0,96.0,696.0,Tarjeta de Débito,Pagada
123,18,9,1,2026-09-10 22:57:22,9750.0,1560.0,11310.0,Transferencia,Pagada
124,44,15,2,2026-09-10 23:00:54,0.0,0.0,0.0,Tarjeta de Crédito,Pagada
125,5,18,2,2026-09-10 22:58:35,6200.0,992.0,7192.0,Tarjeta de Débito,Pendiente
126,6,7,2,2026-09-10 23:01:22,45050.0,7208.0,52258.0,Efectivo,Pagada
127,27,3,1,2026-09-10 22:57:53,9450.0,1512.0,10962.0,Efectivo,Pagada
128,20,16,2,2026-09-10 23:01:41,41900.0,6704.0,48604.0,Tarjeta de Crédito,Pagada
129,29,15,2,2026-09-10 23:00:48,53000.0,8480.0,61480.0,Tarjeta de Crédito,Pagada
130,36,12,1,2026-09-10 22:58:50,10950.0,1752.0,12702.0,Tarjeta de Crédito,Pagada
131,5,18,2,2026-09-10 23:00:48,7700.0,1232.0,8932.0,Tarjeta de Débito,Pagada
132,49,15,2,2026-09-10 23:00:14,9950.0,1592.0,11542.0,Efectivo,Pagada
133,30,12,1,2026-09-10 23:00:26,14400.0,2304.0,16704.0,Efectivo,Pagada
134,30,12,1,2026-09-10 22:59:47,11385.0,1821.6,13206.6,Tarjeta de Crédito,Pagada
135,13,4,2,2026-09-10 22:57:13,19800.0,3168.0,22968.0,Tarjeta de Débito,Pagada
136,44,11,1,2026-09-10 23:02:30,8800.0,1408.0,10208.0,Transferencia,Pagada
137,36,12,1,2026-09-10 23:02:20,6500.0,1040.0,7540.0,Tarjeta de Crédito,Pagada
138,49,11,1,2026-09-10 23:00:12,6500.0,1040.0,7540.0,Tarjeta de Crédito,Pagada
139,24,12,1,2026-09-10 22:59:39,84000.0,13440.0,97440.0,Tarjeta de Débito,Pagada
140,50,9,1,2026-09-10 22:57:41,73850.0,11816.0,85666.0,Transferencia,Pagada
141,27,11,1,2026-09-10 22:58:53,3150.0,504.0,3654.0,Tarjeta de Crédito,Pagada
142,25,4,2,2026-09-10 22:57:57,6450.0,1032.0,7482.0,Efectivo,Pagada
143,23,12,1,2026-09-10 23:00:22,64350.0,10296.0,74646.0,Tarjeta de Débito,Pagada
144,29,2,2,2026-09-10 22:57:24,6750.0,1080.0,7830.0,Tarjeta de Débito,Pagada
145,4,10,2,2026-09-10 23:01:27,0,0.0,0.0,Tarjeta de Crédito,Pagada
146,9,12,1,,54950.0,8792.0,63742.0,Transferencia,Pagada
147,1,12,1,2026-09-10 22:57:11,8750.0,1400.0,10150.0,Tarjeta de Crédito,Pagada
148,25,15,2,2026-09-10 23:02:19,6300.0,1008.0,7308.0,Tarjeta de Crédito,Pagada
149,43,7,2,2026-09-10 22:57:33,7250.0,1160.0,8410.0,Tarjeta de Crédito,Pagada
150,21,12,1,2026-09-10 22:58:11,9200.0,1472.0,10672.0,Tarjeta de Débito,Pagada
151,26,17,2,2026-09-10 23:00:14,1350.0,216.0,1566.0,Tarjeta de Débito,Pagada
152,33,9,1,2026-09-10 23:00:11,36000.0,5760.0,41760.0,Tarjeta de Débito,Pagada
153,6,4,2,2026-09-10 22:56:47,5750.0,920.0,6670.0,Efectivo,Pagada
154,47,5,2,2026-09-10 23:00:05,900.0,144.0,1044.0,Transferencia,Pagada
155,32,17,2,2026-09-10 23:00:38,9000.0,1440.0,10440.0,Tarjeta de Débito,Pagada
156,3,9,1,2026-09-10 22:59:12,12230.0,1956.8,14186.8,Transferencia,Pagada
157,18,11,1,2026-09-10 23:01:30,43550.0,6968.0,50518.0,Efectivo,Pagada
158,50,9,1,2026-09-10 23:02:24,51030.0,8164.8,59194.8,Tarjeta de Débito,Pagada
159,45,16,2,2026-09-10 22:59:17,22250.0,3560.0,25810.0,Efectivo,Pagada
160,10,9,1,2026-09-10 23:01:23,84150.0,13464.0,97614.0,Transferencia,Pagada
161,44,10,2,2026-09-10 22:57:17,10100.0,1616.0,11716.0,Tarjeta de Crédito,Pagada
162,42,11,1,2026-09-10 22:59:26,10500.0,1680.0,12180.0,Efectivo,Pagada
163,8,12,1,2026-09-10 23:01:03,22400.0,3584.0,25984.0,Tarjeta de Débito,Pagada
164,31,3,1,2026-09-10 23:01:17,38750.0,6200.0,44950.0,Tarjeta de Crédito,Pagada
165,4,17,2,2026-09-10 22:58:06,7700.0,1232.0,8932.0,Tarjeta de Crédito,Pendiente
166,48,9,1,2026-09-10 22:57:15,3685.0,589.6,4274.6,Tarjeta de Débito,Pagada
167,37,9,1,2026-09-10 23:01:06,1280.0,204.8,1484.8,Tarjeta de Débito,Pagada
168,13,11,1,2026-09-10 22:57:27,0.0,0.0,0.0,Transferencia,Pagada
169,43,18,2,2026-09-10 22:58:21,1950.0,312.0,2262.0,Transferencia,Pagada
170,40,7,2,2026-09-10 22:57:21,2100.0,336.0,2436.0,Tarjeta de Crédito,Pagada
171,40,3,1,2026-09-10 23:01:50,4200.0,672.0,4872.0,Tarjeta de Crédito,Pagada
172,6,16,2,,15000.0,2400.0,17400.0,Tarjeta de Crédito,Pagada
173,47,5,2,2026-09-10 22:57:47,1235.0,197.6,1432.6,Tarjeta de Débito,Pagada
174,7,11,1,2026-09-10 23:01:42,0.0,0.0,0.0,Tarjeta de Débito,Pagada
175,31,12,1,2026-09-10 23:01:50,8350.0,1336.0,9686.0,Tarjeta de Crédito,Pagada
176,10,11,1,,9050.0,1448.0,10498.0,Efectivo,Pagada
177,17,16,2,2026-09-10 23:02:03,1650.0,264.0,1914.0,Transferencia,Pagada
178,25,17,2,2026-09-10 22:57:27,3400.0,544.0,3944.0,Tarjeta de Débito,Pagada
179,44,3,1,2026-09-10 23:00:20,10680.0,1708.8,12388.8,Tarjeta de Débito,Pagada
180,39,13,2,2026-09-10 23:02:22,19800.0,3168.0,22968.0,Efectivo,Pagada
181,35,15,2,2026-09-10 23:01:44,81450.0,13032.0,94482.0,Tarjeta de Débito,Pagada
182,20,16,2,2026-09-10 23:01:35,18500.0,2960.0,21460.0,Efectivo,Pendiente
183,6,12,1,2026-09-10 23:01:13,54730.0,8756.8,63486.8,Tarjeta de Débito,Pagada
184,33,4,2,2026-09-10 23:02:28,48800.0,7808.0,56608.0,Tarjeta de Crédito,Pagada
185,33,3,1,2026-09-10 23:00:08,58350.0,9336.0,67686.0,Tarjeta de Crédito,Pagada
186,24,10,2,2026-09-10 22:57:53,3150.0,504.0,3654.0,Tarjeta de Débito,Pagada
187,39,13,2,2026-09-10 23:02:29,50700.0,8112.0,58812.0,Efectivo,Pagada
188,31,17,2,2026-09-10 23:02:16,59850.0,9576.0,69426.0,Tarjeta de Crédito,Pagada
189,30,12,1,2026-09-10 22:59:19,21000.0,3360.0,24360.0,Efectivo,Pagada
190,22,18,2,2026-09-10 22:57:23,34200.0,5472.0,39672.0,Tarjeta de Débito,Pagada
191,37,12,1,2026-09-10 23:01:34,4700.0,752.0,5452.0,Efectivo,Pagada
192,15,10,2,2026-09-10 22:57:37,46400.0,7424.0,53824.0,Tarjeta de Débito,Pagada
193,23,9,1,2026-09-10 22:59:01,435.0,69.6,504.6,Tarjeta de Débito,Pagada
194,25,17,2,2026-09-10 22:57:53,1800.0,288.0,2088.0,Efectivo,Pagada
195,31,9,1,2026-09-10 22:58:51,1350.0,216.0,1566.0,Efectivo,Pagada
196,33,11,1,2026-09-10 23:01:24,20735.0,3317.6,24052.6,Efectivo,Pagada
197,6,3,1,2026-09-10 23:02:46,47100.0,7536.0,54636.0,Tarjeta de Crédito,Pagada
198,3,9,1,2026-09-10 22:59:20,20700.0,3312.0,24012.0,Tarjeta de Crédito,Pagada
199,45,9,1,2026-09-10 23:02:20,19900.0,3184.0,23084.0,Tarjeta de Débito,Pagada
200,43,17,2,2026-09-10 23:01:29,13700.0,2192.0,15892.0,Efectivo,Pagada
